Seconds,Date_Time,CO2ppm,WVppt,RefBP,Volts_4,Volts_5,Volts_6,FRB_mlmin,FRC_mlmin,Chamber,TempC,RH_pct,Light_Lux,BP_kPa,Act_1,Act_2,Act_3,Act_4,Act_5,Act_6,Act_7,Act_8,Act_9,Act_10,Act_11,Act_12,Act_13,Act_14,Act_15,Act_16,c_FRC_mlmin,c_CO2ppm,CO2_mlmin,FlyChamber1,FlyChamber2,FlyChamber3,FlyChamber4,FlyChamber5,FlyChamber6,FlyChamber7,FlyChamber8,FlyChamber9,FlyChamber10,FlyChamber11,FlyChamber12,FlyChamber13,FlyChamber14,FlyChamber15,FlyChamber16,CO2_mlminFly1,CO2_mlminFly2,CO2_mlminFly3,CO2_mlminFly4,CO2_mlminFly5,CO2_mlminFly6,CO2_mlminFly7,CO2_mlminFly8,CO2_mlminFly9,CO2_mlminFly10,CO2_mlminFly11,CO2_mlminFly12,CO2_mlminFly13,CO2_mlminFly14,CO2_mlminFly15,CO2_mlminFly16
0,325.6022,2.3691,24.9224,99.4543,2.5039,2.5043,2.5038,20.03,18.29,15,25.32,33.91,5.84,99.609,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,18.37842,3.919833E-06,7.204033E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.204033E-05,0
1,325.6022,3.1626,24.9212,99.4713,2.5024,2.5039,2.5052,20.02,18.42,15,25.32,34.05,5.82,99.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.37842,3.891525E-06,7.152007E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.152007E-05,0
2,325.6022,3.2247,24.9209,99.4689,2.5029,2.5047,2.5039,20.04,18.39,15,25.32,34.05,6.09,99.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.37842,3.89072E-06,7.150527E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.150527E-05,0
3,325.6022,3.2586,24.9194,99.4654,2.5033,2.5043,2.5042,19.98,18.37,15,25.32,34.05,5.75,99.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.37842,3.892906E-06,7.154544E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.154544E-05,0
4,325.6022,3.3132,24.9205,99.461,2.5031,2.5056,2.5033,19.95,18.33,15,25.32,34.05,6.44,99.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.37842,3.881996E-06,7.134494E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.134494E-05,0
5,325.6022,3.3577,24.9206,99.4597,2.5033,2.5046,2.5033,19.95,18.36,15,25.32,34.05,5.83,99.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.37842,3.86992E-06,7.112299E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.112299E-05,0
6,325.6022,3.4024,24.9199,99.4606,2.5034,2.5043,2.5032,20.02,18.41,15,25.32,34.05,5.88,99.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.37842,3.857827E-06,7.090075E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.090075E-05,0
7,325.6022,3.4589,24.9222,99.4571,2.503,2.504,2.5032,19.97,18.38,15,25.32,34.05,6.06,99.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.37842,3.848333E-06,7.072627E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.072627E-05,0
8,325.6022,3.4899,24.9213,99.4594,2.5029,2.5038,2.5024,19.91,18.31,15,25.32,34.05,6.36,99.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35903,3.849595E-06,7.067483E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.067483E-05,0
9,325.6022,3.5041,24.9209,99.4557,2.5016,2.5046,2.5032,20.08,18.4,15,25.32,34.05,5.84,99.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35468,3.839336E-06,7.046978E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.046978E-05,0
10,325.6022,3.5435,24.9191,99.4558,2.5005,2.5041,2.5047,20.09,18.43,15,25.32,34.05,5.81,99.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35049,3.829536E-06,7.027386E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.027386E-05,0
11,325.6022,3.564,24.92,99.4567,2.4983,2.5063,2.504,20.1,18.37,15,25.32,34.05,6.23,99.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.33519,3.847198E-06,7.053909E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.053909E-05,0
12,325.6022,3.5871,24.9259,99.4529,2.5011,2.5039,2.5043,19.97,18.23,15,25.32,34.05,5.77,99.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.31173,3.85237E-06,7.054355E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.054355E-05,0
13,325.6022,3.6076,24.9275,99.4544,2.502,2.5035,2.5023,19.92,18.23,15,25.32,34.05,5.77,99.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.30512,3.844402E-06,7.037225E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.037225E-05,0
14,325.6022,3.6282,24.9243,99.4565,2.5023,2.5035,2.5028,20.04,18.33,15,25.32,34.05,5.81,99.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.30751,3.833918E-06,7.01895E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01895E-05,0
15,325.6022,3.6498,24.9244,99.4571,2.5017,2.5019,2.5042,20.02,18.33,15,25.32,34.05,6.55,99.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.30682,3.806653E-06,6.968772E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.968772E-05,0
16,325.6022,3.6604,24.9234,99.4559,2.5002,2.5043,2.5039,20.02,18.29,15,25.32,34.05,5.82,99.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2898,3.792428E-06,6.936275E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.936275E-05,0
17,325.6022,3.6564,24.9214,99.4456,2.5037,2.5034,2.5035,19.92,18.25,15,25.32,34.05,5.79,99.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.29217,3.798683E-06,6.948617E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.948617E-05,0
18,325.6022,3.6721,24.9197,99.4464,2.5032,2.5001,2.5038,19.99,18.34,15,25.32,34.05,5.81,99.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.30535,3.796898E-06,6.950355E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.950355E-05,0
19,325.6022,3.6811,24.9217,99.4512,2.5031,2.502,2.5009,20.08,18.42,15,25.32,34.05,6.53,99.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.34179,3.774245E-06,6.922641E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.922641E-05,0
20,325.6022,3.6914,24.9203,99.4489,2.5038,2.5035,2.5019,19.96,18.31,15,25.32,34.05,5.87,99.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35295,3.746976E-06,6.876807E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.876807E-05,0
21,325.6022,3.6968,24.9212,99.4565,2.5036,2.5021,2.501,19.92,18.28,15,25.33,34.05,5.83,99.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35812,3.719298E-06,6.827931E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.827931E-05,0
22,325.6022,3.696,24.9209,99.4455,2.5036,2.5029,2.5025,19.95,18.3,15,25.33,34.05,5.79,99.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35948,3.703082E-06,6.798668E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.798668E-05,0
23,325.6022,3.6973,24.9226,99.4532,2.5035,2.5044,2.503,20.1,18.43,15,25.33,34.05,5.89,99.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.34767,3.69899E-06,6.786783E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.786783E-05,0
24,325.6022,3.7031,24.9237,99.4565,2.5034,2.5032,2.503,20.07,18.41,15,25.33,34.05,5.98,99.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.33446,3.68238E-06,6.751445E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.751445E-05,0
25,325.6029,3.7072,24.9238,99.455,2.5033,2.5041,2.5033,20.09,18.46,15,25.33,34.19,5.85,99.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.31522,3.677263E-06,6.734989E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.734989E-05,0
26,325.6029,3.7085,24.9214,99.4577,2.5022,2.5024,2.5037,19.97,18.23,15,25.33,34.19,5.79,99.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.32075,3.674101E-06,6.731228E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.731228E-05,0
27,325.6029,3.7037,24.9212,99.4542,2.5029,2.5026,2.5021,19.99,18.27,15,25.33,34.19,5.79,99.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.33024,3.678979E-06,6.743659E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.743659E-05,0
28,325.6029,3.707,24.9251,99.4575,2.5033,2.5031,2.5026,19.92,18.21,15,25.33,34.19,6.45,99.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.34196,3.679877E-06,6.749616E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.749616E-05,0
29,325.6029,3.7127,24.9211,99.4569,2.5032,2.5026,2.5053,19.93,18.26,15,25.33,34.19,5.79,99.608,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,18.33986,3.667009E-06,6.725242E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.725242E-05,0
30,325.6029,3.712,24.9217,99.4593,2.5035,2.503,2.504,20.05,18.4,15,25.33,34.19,5.89,99.608,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,18.33287,3.657743E-06,6.705693E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.705693E-05,0
31,325.6029,3.7197,24.9209,99.4509,2.5034,2.5057,2.504,20.05,18.42,15,25.33,34.19,5.83,99.608,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,18.3398,3.656359E-06,6.70569E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70569E-05,0
32,325.6029,3.7036,24.92,99.4502,2.5026,2.5044,2.5037,20.04,18.47,15,25.33,34.19,5.83,99.608,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,18.3475,3.67833E-06,6.748817E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.748817E-05,0
33,325.6029,3.7081,24.9228,99.4564,2.5033,2.5048,2.5026,19.97,18.32,15,25.33,34.19,5.79,99.608,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,18.36096,3.715227E-06,6.821514E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.821514E-05,0
34,325.6029,3.7056,24.9253,99.4521,2.5039,2.5044,2.503,20.09,18.39,15,25.33,34.19,6.31,99.608,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,18.34926,3.736687E-06,6.856543E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.856543E-05,0
35,325.6029,3.7127,24.9252,99.4465,2.5033,2.5042,2.5029,19.93,18.26,15,25.33,34.19,5.81,99.608,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,18.33216,3.747386E-06,6.869769E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.869769E-05,0
36,325.6029,3.7089,24.9265,99.4491,2.5038,2.5051,2.5031,19.96,18.29,15,25.33,34.19,5.79,99.608,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,18.30683,3.777472E-06,6.915355E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.915355E-05,0
37,325.6029,3.719,24.9225,99.4535,2.5035,2.5039,2.5056,20.03,18.29,15,25.33,34.19,6.15,99.608,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,18.29245,3.81228E-06,6.973594E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.973594E-05,0
38,325.6029,3.7091,24.9208,99.4522,2.5027,2.504,2.5046,19.97,18.26,15,25.33,34.19,5.83,99.608,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,18.28051,3.837954E-06,7.015975E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.015975E-05,0
39,325.6029,3.701,24.9215,99.4479,2.5028,2.5054,2.5062,19.93,18.24,15,25.33,34.19,5.95,99.608,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,18.26296,3.870226E-06,7.068177E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.068177E-05,0
40,325.6029,3.6973,24.9249,99.4479,2.5033,2.5048,2.5042,19.96,18.27,15,25.33,34.19,5.79,99.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.27615,3.909839E-06,7.145681E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.145681E-05,0
41,325.6029,3.6962,24.9227,99.4455,2.504,2.5055,2.5035,20.02,18.29,15,25.33,34.19,6.55,99.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.26984,3.953833E-06,7.223588E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.223588E-05,0
42,325.6029,3.6845,24.922,99.448,2.5041,2.5055,2.5044,20.04,18.35,15,25.33,34.19,5.79,99.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.28036,3.960035E-06,7.239087E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.239087E-05,0
43,325.6029,3.6916,24.9213,99.4575,2.5027,2.5051,2.5043,20.03,18.34,15,25.33,34.19,5.83,99.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.29476,3.987014E-06,7.294146E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.294146E-05,0
44,325.6029,3.6826,24.9218,99.4583,2.5004,2.5053,2.5039,19.91,18.19,15,25.33,34.19,5.83,99.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.30292,4.019942E-06,7.357668E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.357668E-05,0
45,325.6029,3.6724,24.9197,99.4592,2.5031,2.5026,2.5069,19.97,18.25,15,25.33,34.19,5.79,99.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.29966,4.032519E-06,7.37937E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37937E-05,0
46,325.6029,3.6712,24.9206,99.4521,2.5034,2.5035,2.5046,20.1,18.4,15,25.34,34.19,5.81,99.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.30213,4.091537E-06,7.488383E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.488383E-05,0
47,325.6029,3.6618,24.9209,99.452,2.5033,2.503,2.5039,19.95,18.26,15,25.34,34.19,6.29,99.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.31858,4.136098E-06,7.576743E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.576743E-05,0
48,325.6029,3.6534,24.9218,99.4449,2.5025,2.5034,2.5035,20.06,18.38,15,25.34,34.19,5.77,99.608,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,18.33068,4.158427E-06,7.622678E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.622678E-05,0
49,325.6029,3.6535,24.9226,99.4468,2.5024,2.5019,2.5047,20.03,18.38,15,25.34,34.19,5.91,99.608,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,18.33757,4.171693E-06,7.649874E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.649874E-05,0
50,325.6029,3.642,24.9175,99.4458,2.504,2.5034,2.5029,19.91,18.24,15,25.34,34.19,6.49,99.608,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,18.34531,4.173805E-06,7.656976E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.656976E-05,0
51,325.6029,3.6358,24.9195,99.4461,2.5036,2.5037,2.5024,19.95,18.3,15,25.34,34.19,5.89,99.608,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,18.34602,4.174742E-06,7.658989E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.658989E-05,0
52,325.6029,3.6441,24.923,99.4478,2.5023,2.5038,2.5025,20.11,18.46,15,25.34,34.19,5.89,99.608,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,18.34907,4.168507E-06,7.648821E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.648821E-05,0
53,325.6029,3.6414,24.923,99.4533,2.5044,2.506,2.5033,20.08,18.45,15,25.34,34.19,5.81,99.608,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,18.34179,4.158509E-06,7.627451E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.627451E-05,0
54,325.6029,3.6333,24.9254,99.4527,2.5041,2.5045,2.5034,19.95,18.28,15,25.34,34.19,6.41,99.608,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,18.35133,4.165511E-06,7.644266E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.644266E-05,0
55,325.6029,3.6244,24.9205,99.455,2.504,2.5046,2.5045,19.99,18.28,15,25.34,34.19,5.91,99.608,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,18.34871,4.174201E-06,7.659123E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.659123E-05,0
56,325.6029,3.626,24.9238,99.458,2.5037,2.5048,2.5054,20.01,18.3,15,25.34,34.19,6.02,99.608,1.5,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,18.35204,4.154977E-06,7.625229E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.625229E-05,0
57,325.6029,3.6229,24.9286,99.4615,2.5035,2.5042,2.5045,20.04,18.35,15,25.34,34.19,5.77,99.609,0.84,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,18.36036,4.163579E-06,7.644482E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.644482E-05,0
58,325.6029,3.6397,24.9254,99.4618,2.5022,2.5031,2.5042,20.11,18.48,15,25.34,34.19,6.2,99.609,1.97,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,18.3621,4.16485E-06,7.647538E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.647538E-05,0
59,325.6029,3.6531,24.9242,99.4527,2.5026,2.503,2.503,19.93,18.3,15,25.34,34.19,5.81,99.609,5.05,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,18.35382,4.166144E-06,7.646465E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.646465E-05,0
60,325.6029,3.6458,24.9233,99.4564,2.503,2.5033,2.5033,19.94,18.38,15,25.34,34.36,5.79,99.609,7.53,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,18.36107,4.166151E-06,7.649498E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.649498E-05,0
61,325.6029,3.6543,24.9236,99.4575,2.5031,2.5018,2.5048,19.97,18.37,15,25.34,34.36,5.85,99.61,5.92,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,18.37838,4.142177E-06,7.61265E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.61265E-05,0
62,325.6029,3.6619,24.9213,99.4523,2.5031,2.5026,2.5038,19.99,18.34,15,25.34,34.36,5.79,99.611,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.36437,4.130723E-06,7.585812E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.585812E-05,0
63,325.6029,3.676,24.9203,99.4572,2.5031,2.5034,2.502,20.05,18.39,15,25.34,34.36,5.85,99.614,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.34762,4.111963E-06,7.544474E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.544474E-05,0
64,325.6029,3.6841,24.9243,99.4611,2.5011,2.5048,2.5029,20.09,18.38,15,25.34,34.36,6.49,99.616,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.32351,4.086631E-06,7.488142E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.488142E-05,0
65,325.6029,3.6949,24.9205,99.461,2.5026,2.5045,2.5038,19.93,18.25,15,25.34,34.47,6.57,99.615,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.29413,4.041691E-06,7.393921E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.393921E-05,0
66,325.6029,3.6966,24.922,99.4618,2.5032,2.5041,2.5038,19.95,18.3,15,25.34,34.47,5.89,99.615,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.28951,4.008122E-06,7.33066E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33066E-05,0
67,325.6029,3.7217,24.9213,99.4649,2.5035,2.5043,2.5037,20.02,18.29,15,25.34,34.47,6.25,99.614,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.27367,4.005466E-06,7.319457E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.319457E-05,0
68,325.6029,3.7333,24.9226,99.4634,2.5051,2.5036,2.5039,19.93,18.19,15,25.34,34.47,6.06,99.614,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.27509,3.99206E-06,7.295523E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.295523E-05,0
69,325.6029,3.7468,24.9253,99.463,2.5042,2.5047,2.5031,19.96,18.29,15,25.34,34.47,5.79,99.614,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.28489,3.960707E-06,7.242108E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.242108E-05,0
70,325.6029,3.7728,24.9216,99.4604,2.5036,2.504,2.5037,19.88,18.25,15,25.34,34.54,5.76,99.613,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.29395,3.93578E-06,7.200098E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.200098E-05,0
71,325.6029,3.775,24.9253,99.4584,2.5033,2.5058,2.5035,19.89,18.28,15,25.34,34.54,6.42,99.613,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.30042,3.897418E-06,7.132441E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.132441E-05,0
